"","gene_name","glyma","desc"
"7314","LOC100794541","GLYMA_01G053600","uncharacterized LOC100794541"
"7315","LOC100794541","GLYMA_01G053600","uncharacterized LOC100794541"
"7316","LOC100794541","GLYMA_01G053600","uncharacterized LOC100794541"
"7317","LOC100794541","GLYMA_01G053600","uncharacterized LOC100794541"
"7318","LOC100794541","GLYMA_01G053600","uncharacterized LOC100794541"
"7319",".",NA,NA
"7320","LOC121174197","","protein PIGMENT DEFECTIVE 338, chloroplastic-like"
"7321","LOC100809941","GLYMA_01G053700","putative exosome complex component rrp40-like"
"7322","LOC100809941","GLYMA_01G053700","putative exosome complex component rrp40-like"
"7323","LOC100809941","GLYMA_01G053700","putative exosome complex component rrp40-like"
"7324","LOC100809941","GLYMA_01G053700","putative exosome complex component rrp40-like"
"7325","LOC100809941","GLYMA_01G053700","putative exosome complex component rrp40-like"
"7326","LOC100809941","GLYMA_01G053700","putative exosome complex component rrp40-like"
"7327","LOC100809941","GLYMA_01G053700","putative exosome complex component rrp40-like"
"7328","LOC100809941","GLYMA_01G053700","putative exosome complex component rrp40-like"
"7329",".",NA,NA
"7330","LOC100809941","GLYMA_01G053700","putative exosome complex component rrp40-like"
"7331","LOC121174897","","uncharacterized LOC121174897"
"7332","WRKY9","AT3G15030, MEE35, TCP family transcription factor 4, maternal effect embryo arrest 35","TCP family transcription factor 4"
"7333","MIR4348D","gma-MIR4348d","microRNA MIR4348d"
"7334","MIR4348D","gma-MIR4348d","microRNA MIR4348d"
"7335","LOC121174898","","uncharacterized LOC121174898"
"7336","LOC121174898","","uncharacterized LOC121174898"
"7337",".",NA,NA
"7338",".",NA,NA
"7339",".",NA,NA
"7340","LOC113001159","GLYMA_01G054000","eukaryotic translation initiation factor 5A"
"7341","LOC100798072","GLYMA_01G054100","mitotic checkpoint protein BUB3.3"
"7342","LOC100798072","GLYMA_01G054100","mitotic checkpoint protein BUB3.3"
"7343","LOC100798072","GLYMA_01G054100","mitotic checkpoint protein BUB3.3"
"7344","LOC100499811","GLYMA_01G054200","MinE domain-containing protein"
"7345",".",NA,NA
"7346",".",NA,NA
"7347",".",NA,NA
"7348","LOC100815826","GLYMA_01G054300","uncharacterized LOC100815826"
"7349","LOC100819569","GLYMA_01G054400","uncharacterized protein At5g01610"
"7350",".",NA,NA
"7351","LOC100780534","GLYMA_01G054500","chorismate mutase 3, chloroplastic"
"7352","LOC100780534","GLYMA_01G054500","chorismate mutase 3, chloroplastic"
"7353","LOC102669096","","uncharacterized LOC102669096"
"7354","LOC100799125","","zinc finger MYM-type protein 1-like"
"7355",".",NA,NA
"7356","LOC100799644","GLYMA_01G054800","uncharacterized LOC100799644"
"7357","LOC100800182","GLYMA_01G054900","putative pentatricopeptide repeat-containing protein At1g69350, mitochondrial"
"7358","LOC100783767","GLYMA_01G054950v4","clp protease adapter protein ClpF, chloroplastic"
"7359","LOC100783767","GLYMA_01G054950v4","clp protease adapter protein ClpF, chloroplastic"
"7360","LOC100783767","GLYMA_01G054950v4","clp protease adapter protein ClpF, chloroplastic"
"7361","LOC100783767","GLYMA_01G054950v4","clp protease adapter protein ClpF, chloroplastic"
"7362","LOC100783767","GLYMA_01G054950v4","clp protease adapter protein ClpF, chloroplastic"
"7363","LOC100783767","GLYMA_01G054950v4","clp protease adapter protein ClpF, chloroplastic"
"7364","LOC100783767","GLYMA_01G054950v4","clp protease adapter protein ClpF, chloroplastic"
"7365","LOC100785900","GLYMA_01G055200","hevamine-A"
"7366","LOC100788014","GLYMA_01G055300","protein GDAP2 homolog"
"7367",".",NA,NA
"7368","LOC100790671","GLYMA_01G055400","uncharacterized LOC100790671"
"7369","LOC100499930","GLYMA_01G055500","ankyrin repeat-containing protein"
"7370",".",NA,NA
"7371","MIR2119","gma-MIR2119","microRNA MIR2119"
"7372","MIR2119","gma-MIR2119","microRNA MIR2119"
"7373","MIR398A","AT2G03445, MIR398A, microRNA398A, p_MI0001017","ncRNA"
"7374","MIR398A","AT2G03445, MIR398A, microRNA398A, p_MI0001017","ncRNA"
"7375","LOC113002190","GLYMA_01G055800","dnaJ homolog subfamily C member 14"
"7376","LOC100796991","GLYMA_01G055900","uncharacterized LOC100796991"
"7377",".",NA,NA
"7378","LOC100802857","GLYMA_01G056000","remorin 1.4"
"7379","LOC100797528","GLYMA_01G056100","protein SRG1"
"7380","LOC100803918","","pentatricopeptide repeat-containing protein At2g20540-like"
"7381","LOC100802317","GLYMA_01G056300","probable leucine-rich repeat receptor-like protein kinase At1g35710-like"
"7382",".",NA,NA
"7383","LOC100804448","GLYMA_01G056500","putative SNAP25 homologous protein SNAP30"
"7384","WRKY32","AT1G78300, 14-3-3 PROTEIN G-BOX FACTOR14 OMEGA, 14-3-3OMEGA, F3F9.16, F3F9_16, GF14 OMEGA, general regulatory factor 2","general regulatory factor 2"
"7385","WRKY32","AT1G78300, 14-3-3 PROTEIN G-BOX FACTOR14 OMEGA, 14-3-3OMEGA, F3F9.16, F3F9_16, GF14 OMEGA, general regulatory factor 2","general regulatory factor 2"
"7386","WRKY32","AT1G78300, 14-3-3 PROTEIN G-BOX FACTOR14 OMEGA, 14-3-3OMEGA, F3F9.16, F3F9_16, GF14 OMEGA, general regulatory factor 2","general regulatory factor 2"
"7387","LOC100805520","GLYMA_01G056900","uncharacterized LOC100805520"
"7388","LOC100806577","","argininosuccinate lyase, chloroplastic-like"
"7389","LOC102669980","","FACT complex subunit SSRP1-like"
"7390","LOC100807647","","4-hydroxy-tetrahydrodipicolinate reductase-like"
"7391","LOC100808699","","uncharacterized protein At2g33490-like"
"7392","LOC106799454","","protein MAIN-LIKE 2-like"
"7393","LOC100820448","GLYMA_01G057100","UDP-glucose 6-dehydrogenase 4-like"
"7394","LOC100809238","GLYMA_01G057200","beta-glucosidase 40"
"7395","LOC102670514","","uncharacterized LOC102670514"
"7396","LOC100780351","GLYMA_01G057400","COBW domain-containing protein 1"
"7397","LOC100781425","GLYMA_01G057500","probable methyltransferase PMT5"
"7398","LOC100781425","GLYMA_01G057500","probable methyltransferase PMT5"
"7399","LOC100810305","GLYMA_01G057600","putative pentatricopeptide repeat-containing protein At1g26500"
"7400","LOC102660841","GLYMA_01G057700","uncharacterized LOC102660841"
"7401","LOC102660841","GLYMA_01G057700","uncharacterized LOC102660841"
"7402","LOC121175277","","uncharacterized LOC121175277"
"7403","LOC100811377","GLYMA_01G057900","probable arabinosyltransferase ARAD1"
"7404","SGF14e","GLYMA_05G032200, GmMYB176","transcription factor MYB176"
"7405",".",NA,NA
"7406","LOC100784647","GLYMA_01G058200","pentatricopeptide repeat-containing protein At1g26460, mitochondrial"
"7407","LOC100784647","GLYMA_01G058200","pentatricopeptide repeat-containing protein At1g26460, mitochondrial"
"7408","LOC100789955","GLYMA_01G058300","PLASMODESMATA CALLOSE-BINDING PROTEIN 4"
"7409","LOC100792060","GLYMA_01G058400","2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase"
"7410","LOC100792060","GLYMA_01G058400","2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase"
"7411","LOC100794172","GLYMA_01G058500","probable ureide permease A3"
"7412","LOC100794172","GLYMA_01G058500","probable ureide permease A3"
"7413","LOC100794172","GLYMA_01G058500","probable ureide permease A3"
"7414","LOC100794172","GLYMA_01G058500","probable ureide permease A3"
"7415","LOC100794172","GLYMA_01G058500","probable ureide permease A3"
"7416","LOC100794172","GLYMA_01G058500","probable ureide permease A3"
"7417","LOC100794172","GLYMA_01G058500","probable ureide permease A3"
"7418","LOC100794172","GLYMA_01G058500","probable ureide permease A3"
"7419","LOC100794172","GLYMA_01G058500","probable ureide permease A3"
"7420",".",NA,NA
"7421",".",NA,NA
"7422","LOC100812458","GLYMA_01G058700","putative pentatricopeptide repeat-containing protein At1g12700, mitochondrial"
"7423","LOC100812458","GLYMA_01G058700","putative pentatricopeptide repeat-containing protein At1g12700, mitochondrial"
"7424","LOC100812993","GLYMA_01G059000","putative pentatricopeptide repeat-containing protein At1g12700, mitochondrial"
"7425","LOC100812993","GLYMA_01G059000","putative pentatricopeptide repeat-containing protein At1g12700, mitochondrial"
"7426","LOC100813534","","60S ribosomal protein L2, mitochondrial-like"
"7427","LOC100814076","","pentatricopeptide repeat-containing protein At5g50280, chloroplastic-like"
"7428",".",NA,NA
"7429",".",NA,NA
"7430","LOC100815127","GLYMA_01G059200, AT1G13770","protein root UVB sensitive 3"
"7431","LOC100815127","GLYMA_01G059200, AT1G13770","protein root UVB sensitive 3"
"7432","LOC100815658","GLYMA_01G059300","transcription factor SRM1"
"7433","LOC102660005","","uncharacterized LOC102660005"
"7434",".",NA,NA
"7435","LOC100816195","","WAT1-related protein At1g43650-like"
"7436","LOC100818322","","uncharacterized LOC100818322"
"7437","LOC112997669","","ATP-dependent DNA helicase PIF1-like"
"7438","LOC112997857","","small nucleolar RNA R71"
"7439","LOC100819931","GLYMA_01G059900","putative pentatricopeptide repeat-containing protein At1g12700, mitochondrial"
"7440","LOC100819931","GLYMA_01G059900","putative pentatricopeptide repeat-containing protein At1g12700, mitochondrial"
"7441","LOC100819931","GLYMA_01G059900","putative pentatricopeptide repeat-containing protein At1g12700, mitochondrial"
"7442","LOC102663219","","uncharacterized LOC102663219"
"7443","LOC113002196","","uncharacterized LOC113002196"
"7444","LOC100776452","GLYMA_01G060300","ninja-family protein AFP3"
"7445","LOC121174550","","secreted RxLR effector protein 161-like"
"7446","LOC100778235","","pentatricopeptide repeat-containing protein At2g22070-like"
"7447","LOC113002197","","uncharacterized LOC113002197"
"7448","LOC102663523","","uncharacterized LOC102663523"
"7449","LOC102663523","","uncharacterized LOC102663523"
"7450","LOC100781441","","germin-like protein subfamily 1 member 7"
"7451","LOC102661953","","hydroxyproline O-arabinosyltransferase 1-like"
"7452","LOC100781995","GLYMA_01G060600","high mobility group B protein 13"
"7453","LOC100782527","GLYMA_01G060700","pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH10"
"7454","LOC100782527","GLYMA_01G060700","pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH10"
"7455","LOC100782527","GLYMA_01G060700","pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH10"
"7456",".",NA,NA
"7457","LOC100782527","GLYMA_01G060700","pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH10"
"7458",".",NA,NA
"7459","LOC100499684","GLYMA_01G060900","uncharacterized LOC100499684"
"7460","LOC100783069","","GDP-fucose transporter 1-like"
"7461","LOC100783602","GLYMA_01G061100","cytochrome P450 78A5"
"7462","LOC100784138","","uncharacterized LOC100784138"
"7463","LOC100784666","GLYMA_01G061500","serine/threonine-protein kinase dst1"
"7464","LOC100784666","GLYMA_01G061500","serine/threonine-protein kinase dst1"
"7465",".",NA,NA
"7466",".",NA,NA
"7467",".",NA,NA
"7468",".",NA,NA
"7469","LOC100800891","","auxilin-like protein 1"
"7470","LOC100804606","GLYMA_01G061800","uncharacterized LOC100804606"
"7471","LOC100785196","","uncharacterized LOC100785196"
"7472","LOC100785735","","pectinesterase 1-like"
"7473","LOC112997923","","small nucleolar RNA R71"
"7474",".",NA,NA
"7475","LOC100809411","GLYMA_01G062000","putative 6-phosphogluconolactonase"
"7476",".",NA,NA
"7477",".",NA,NA
"7478","LOC100809411","GLYMA_01G062000","putative 6-phosphogluconolactonase"
"7479","LOC100786248","GLYMA_01G062100","fructokinase-like 2, chloroplastic"
"7480","LOC100786774","","folate synthesis bifunctional protein, mitochondrial-like"
"7481",".",NA,NA
"7482",".",NA,NA
"7483","LOC100787326","GLYMA_01G062300","peptidyl-prolyl cis-trans isomerase E"
"7484","LOC106799474","","uncharacterized LOC106799474"
"7485",".",NA,NA
"7486","LOC100819571","GLYMA_01G062400","putative copper amine oxidase"
"7487","LOC121174564","","zinc finger BED domain-containing protein RICESLEEPER 2-like"
"7488","LOC102663132","GLYMA_01G062500","glutathione S-transferase T2"
"7489","LOC113002200","","cytochrome P450 85A-like"
"7490","LOC112997858","","small nucleolar RNA R71"
"7491","LOC100792614","GLYMA_01G062900","LRR receptor-like serine/threonine-protein kinase RGI1"
"7492","LOC112997877","","small nucleolar RNA R71"
"7493","LOC100789615","","multifunctional methyltransferase subunit TRM112 homolog B-like"
"7494","LOC100788017","GLYMA_01G063000","probable UDP-arabinopyranose mutase 1"
"7495","TRNAD-GUC","","transfer RNA aspartic acid (anticodon GUC)"
"7496","SABATH1","GLYMA_01G063100","salicylic acid methyl transferase-like protein"
"7497","LOC100794198","","plasma membrane ATPase 1-like"
"7498","LOC106794259","","WEB family protein At5g55860-like"
"7499","LOC100794725","","root phototropism protein 2-like"
"7500","LOC100795791","GLYMA_01G063500, GmYABBY2","protein YABBY 2"
"7501","LOC100796310","GLYMA_01G063600","transcriptional elongation regulator MINIYO"
"7502","LOC100796310","GLYMA_01G063600","transcriptional elongation regulator MINIYO"
"7503","LOC100796310","GLYMA_01G063600","transcriptional elongation regulator MINIYO"
"7504",".",NA,NA
"7505",".",NA,NA
"7506","LOC100797372","GLYMA_01G063700","squamosa promoter-binding-like protein 6"
"7507","LOC100797372","GLYMA_01G063700","squamosa promoter-binding-like protein 6"
"7508","LOC100797372","GLYMA_01G063700","squamosa promoter-binding-like protein 6"
"7509","LOC100797372","GLYMA_01G063700","squamosa promoter-binding-like protein 6"
"7510","LOC100797372","GLYMA_01G063700","squamosa promoter-binding-like protein 6"
"7511","LOC100797372","GLYMA_01G063700","squamosa promoter-binding-like protein 6"
"7512","LOC100797372","GLYMA_01G063700","squamosa promoter-binding-like protein 6"
"7513","LOC100798436","","F-box/kelch-repeat protein At5g60570-like"
"7514","LOC112997842","","small nucleolar RNA R71"
"7515","LOC100798968","GLYMA_01G063800","protein BIG GRAIN 1-like E"
"7516","LOC102666800","","uncharacterized LOC102666800"
"7517","LOC106794560","","uncharacterized LOC106794560"
"7518","LOC106799475","","uncharacterized mitochondrial protein AtMg00860-like"
"7519","LOC102664439","","FACT complex subunit SSRP1-like"
"7520","LOC100813520","GLYMA_01G064100","agamous-like MADS-box protein MADS2"
"7521","LOC100813520","GLYMA_01G064100","agamous-like MADS-box protein MADS2"
"7522","LOC102664705","","uncharacterized LOC102664705"
"7523","LOC102664822","","uncharacterized LOC102664822"
"7524","LOC102665216","","uncharacterized LOC102665216"
"7525","LOC100819745","GLYMA_01G064200","truncated transcription factor CAULIFLOWER A"
"7526","LOC112998043","","small nucleolar RNA R71"
"7527","LOC102665358","","receptor-like protein kinase FERONIA"
"7528","LOC100806412","","probable protein S-acyltransferase 7"
"7529","LOC106799479","","uncharacterized mitochondrial protein AtMg00860-like"
"7530","LOC100807478","GLYMA_01G064400","DNA ligase 1"
"7531","LOC100807478","GLYMA_01G064400","DNA ligase 1"
"7532","MIR10406A","gma-MIR10406a","microRNA MIR10406a"
"7533","MIR10406A","gma-MIR10406a","microRNA MIR10406a"
"7534",".",NA,NA
"7535","LOC100787134","GLYMA_01G064600","ACT domain-containing protein ACR4"
"7536","LOC112997839","","small nucleolar RNA R71"
"7537","LOC100809624","","uncharacterized LOC100809624"
"7538","LOC102666425","","uncharacterized LOC102666425"
"7539","LOC100796112","GLYMA_01G064900","uncharacterized LOC100796112"
"7540","LOC100796112","GLYMA_01G064900","uncharacterized LOC100796112"
"7541","LOC100796112","GLYMA_01G064900","uncharacterized LOC100796112"
"7542","LOC100796112","GLYMA_01G064900","uncharacterized LOC100796112"
"7543","LOC100796112","GLYMA_01G064900","uncharacterized LOC100796112"
"7544","LOC100796112","GLYMA_01G064900","uncharacterized LOC100796112"
"7545","LOC100796112","GLYMA_01G064900","uncharacterized LOC100796112"
"7546","LOC100796112","GLYMA_01G064900","uncharacterized LOC100796112"
"7547","LOC102666561","","protein MAIN-LIKE 1-like"
"7548","LOC100799293","GLYMA_01G065000","uncharacterized LOC100799293"
"7549","LOC100800894","GLYMA_01G065100","BSD domain-containing protein"
"7550","LOC100811751","GLYMA_01G065400","lysosomal Pro-X carboxypeptidase"
"7551","LOC100811751","GLYMA_01G065400","lysosomal Pro-X carboxypeptidase"
"7552","LOC100812290","","protease 2-like"
"7553","LOC100812831","GLYMA_01G065800","disease resistance protein RGA2"
"7554","LOC100812831","GLYMA_01G065800","disease resistance protein RGA2"
"7555","LOC100812831","GLYMA_01G065800","disease resistance protein RGA2"
"7556","LOC100812831","GLYMA_01G065800","disease resistance protein RGA2"
"7557","LOC100813174","GLYMA_01G066000","pectinesterase PPME1"
"7558","MIR2107","gma-MIR2107","microRNA MIR2107"
"7559","MIR2107","gma-MIR2107","microRNA MIR2107"
"7560","LOC100816036","GLYMA_01G066100","pectinesterase PPME1"
"7561","LOC100306177","GLYMA_01G066300","putative pectinesterase"
"7562","LOC112997884","","small nucleolar RNA R71"
"7563","LOC100818153","GLYMA_01G066500","rhamnogalacturonan I rhamnosyltransferase 1"
"7564","LOC100795416","GLYMA_01G066600","transcription factor BIM2-like"
"7565","LOC100795416","GLYMA_01G066600","transcription factor BIM2-like"
"7566","LOC100795416","GLYMA_01G066600","transcription factor BIM2-like"
"7567","LOC121174578","","pentatricopeptide repeat-containing protein At2g01360"
"7568","LOC112997822","","small nucleolar RNA R71"
"7569","LOC100776294","","protein BPS1, chloroplastic-like"
"7570","LOC102667320","","uncharacterized LOC102667320"
"7571","LOC100776828","","probable phosphatidylinositol 4-kinase type 2-beta At1g26270-like"
"7572","LOC102667573","","uncharacterized LOC102667573"
"7573","LOC112998050","","small nucleolar RNA R71"
"7574","LOC100779484","","casein kinase 1-like protein HD16"
"7575","LOC100780552","GLYMA_01G067100","UDP-glycosyltransferase 89A2"
"7576","LOC100781640","","adenosylhomocysteinase 1-like"
"7577","LOC100797896","GLYMA_01G067200","GDSL esterase/lipase At2g03980"
"7578","LOC102670507","","uncharacterized LOC102670507"
"7579",".",NA,NA
"7580",".",NA,NA
"7581","LOC102659406","","uncharacterized LOC102659406"
"7582","LOC100800533","GLYMA_01G067600","sugar transport protein 12"
"7583","LOC100785374","GLYMA_01G067800","transcription factor MYB53"
"7584","LOC100780721","GLYMA_01G067900","rae1-like protein At1g80670-like"
"7585","LOC100785017","GLYMA_01G068000","heat shock protein 90-5, chloroplastic"
"7586","LOC121173413","","uncharacterized LOC121173413"
"7587","LOC100786427","GLYMA_01G068100","pectinesterase PPME1"
"7588","LOC100786964","GLYMA_01G068200","protein SRG1"
"7589","LOC102668738","","protein MAIN-LIKE 1-like"
"7590","LOC106799490","","uncharacterized LOC106799490"
"7591",".",NA,NA
"7592","LOC100797720","GLYMA_01G068600","transcription factor bHLH49"
"7593","LOC100797720","GLYMA_01G068600","transcription factor bHLH49"
"7594","LOC100797720","GLYMA_01G068600","transcription factor bHLH49"
"7595","LOC100797720","GLYMA_01G068600","transcription factor bHLH49"
"7596","LOC100797720","GLYMA_01G068600","transcription factor bHLH49"
